D,ScientificName,QualifiedScientificName,CommonName,Family,Genus,Species,SpeciesAuthority,Subspecies,SubspeciesAuthority,Variety,VarietyAuthority,Forma,FormaAuthority,Identifier,IDDate,IDNotes,CDC,MuseumCollection,Collector,CollectorsFieldNumber,CollectionDate,Prov_State,District,LocationName,LocationDescription,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Elevation,Park_ER_IR,HabitatRemarks,SpecimenNotes,SpeciesAbundance,ReviewedYesNo,AddedYesNo,ImagedYesNo,scientificNameReviewed,scientificNameReviewedwAuthorities,SpeciesAuthorityNew,SubspeciesAuthorityNew,VarietyAuthorityNew,IdentifierNew,IDDateNew,IDNotesNew,MuseumCollectionNew,CollectorsFieldNumberNew,CollectionDateNew,Prov_StateNew,DistrictNew,LocationNameNew,decimalLatitude,decimalLongitude,georeferencedBy,georeferenceVerificationStatus,georeferenceProtocol,georeferenceRemarks,elevationNew,Park_ER_IR_New,HabitatRemarksNew,SpecimenNotesNew,SpeciesAbundanceNew
V174863,Impatiens capensis Meerb.,Impatiens capensis Meerb.,spotted touch-me-not; touch-me-not,Balsaminaceae,Impatiens,capensis,Meerb.,,,,,,,Peter Zika,2004-01-01,IDD:  20040000; Zika from WTU,Not Listed,Janszen 1994,Harvey Janszen,2424,1994-08-27,British Columbia,Gulf Islands,Saturna Island; Boat Passage,shoreline 300 m S of Boat Passage,48.81111111,-123.1877778,10U,540648,48620,1 m (min.),Winter Cove Provincial Park,"In small creek draining cattail marsh with 2 m of high tide line with Rosa nutkana, Cirsium arvense",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V174862,Scutellaria lateriflora L.,Scutellaria lateriflora L.,blue skullcap; skullcap,Lamiaceae,Scutellaria,lateriflora,L.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1994,Harvey Janszen,2426,1994-09-09,British Columbia,Gulf Islands,Denman Island; Chickadee Lake,,49.55694444,-124.8122222,10U,549095,36892,60 m (min.),,"In Carex fen at edge of lake with Populus balsamifera, Picea sitchensis, Carex obnupta; more than 50 plants, with Carex lasiocarpa, Oenanthe sarmentosa, Spiraea douglasii, Scutellaria galericulata",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V174861,Galinsoga ciliata (Raf.) Blake,Galinsoga ciliata (Raf.) Blake,Shaggy galinsoga,Asteraceae,Galinsoga,ciliata,(Raf.) Blake,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1994,Harvey Janszen,2427,1994-07-04,British Columbia,Gulf Islands,Mayne Island,Pither Wilderness,48.83222222,-123.2777778,10U,540885,47960,40 m (min.),,"In cultivated blueberry field; 1000+ plants observed; slope: 2%, aspect 220 degrees S.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V174860,Sanicula bipinnatifida Dougl. ex Hook.,Sanicula bipinnatifida Dougl. ex Hook.,purple sanicle; sanicle,Apiaceae,Sanicula,bipinnatifida,Dougl. ex Hook.,,,,,,,Harvey Janszen,,label BC Conservation Data Centre,Red,Janszen 1995,Harvey Janszen,2428,1995-04-24,British Columbia,Gulf Islands,Saturna Island,Brown ridge,48.77083333,-123.1530556,10U,540199,48875,320 m (min.),,"On open grassy ridge top; slope: 20%, aspect S10 degrees E; 5 plants observed; not seen elsewhere along 3 km of ridge",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V174859,Amsinckia scouleri I.M. Johnst.,Amsinckia scouleri I.M. Johnst.,,Boraginaceae,Amsinckia,scouleri,I.M. Johnst.,,,,,,,Curtis Bjork,2015-03-01,,,Janszen 1995,Harvey Janszen,2429,1995-06-17,British Columbia,Gulf Islands,Cabbage Island,,48.79916667,-123.0894444,10U,540515,46344,1 m (min.),,On sandy seashore in driftwood band with Elymus mollis; 1 plant,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V185859,Phyllospadix scouleri Hook.,Phyllospadix scouleri Hook.,Scouler's surf-grass; surf-grass,Zosteraceae,Phyllospadix,scouleri,Hook.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1996,Harvey Janszen,2430,1995-06-17,British Columbia,,Cabbage Island,,48.79916667,-123.0894444,10U,540515,49344,1 m (min.),,In cracks in sandstone at shoreline.,Ca. 500 plants; only exposed at low tide.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170099,Nemophila pedunculata Dougl. ex Benth.,Nemophila pedunculata Dougl. ex Benth.,meadow nemophila; nemophila,Hydrophyllaceae,Nemophila,pedunculata,Dougl. ex Benth.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2431,1996-03-13,British Columbia,Gulf Islands,Mount Warburton Pike; Saturna Island,,48.77361111,-123.1727778,10U,54022,4879,340 m (min.),,"on grassy S-facing slope dominated by Bromus sterilis, Trifolium microdon with Linanthus bicolor & Lithophragma glabrum; with Lithophragma parviflorum, Trifolium variegatum & T. microcephalum",population of 150 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170219,Cerastium pumilum Curtis ssp. glutinosum (Fries) Jalas.,Cerastium pumilum Curtis ssp. glutinosum (Fries) Jalas.,,Caryophyllaceae,Cerastium,pumilum,,glutinosum,(Fries) Jalas.,,,,,,2015-04-16,,,Janszen 1996,Harvey Janszen,2432,1996-05-08,British Columbia,Gulf Islands,Saturna Island,East Point,48.78416667,-123.06,10U,54033,4957,4 m (min.),,"on eroded earth just above rocky seashore recently colonized by adventives; no direct associates but near Sagina decumbens, Plantago elongata & Myosurus minimus",population of 5 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170220,Epilobium minutum Lindl. ex Lehm.,Epilobium minutum Lindl. ex Lehm.,small-flowered willowherb; willowherb,Onagraceae,Epilobium,minutum,Lindl. ex Lehm.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen; Jenifer Penny; Charlotte Norris,2433,1996-05-15,British Columbia,Gulf Islands,Vesuvius; Saltspring Island,,48.8825,-123.5716667,10U,54144,4580,3 m (min.),,"in shallow, water-shedding soils on steep, slaty cliffs; SW exposure; slope 42 degrees; with Triestum microcephalum, T. tridentatum, Bromus sterilis & Stipa lemmonii",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170221,Agoseris heterophylla (Nutt.) Greene ssp. heterophylla,Agoseris heterophylla (Nutt.) Greene ssp. heterophylla,agoseris; annual agoseris,Asteraceae,Agoseris,heterophylla,,heterophylla,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2435,1996-05-15,British Columbia,Gulf Islands,Mount Maxwell; Saltspring Island,,48.80777778,-123.5311111,10U,54060,4609,395 m (min.),Mount Maxwell Ecological Reserve #37,"on SW-facing, steep rocky bluff dominated by Bromus sterilis & Geranium molle with Trifolium microcephalum & T. variegatum",population of 20 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170222,Saxifraga rufidula (Small) Macoun,Saxifraga rufidula (Small) Macoun,rusty-haired saxifrage; saxifrage,Saxifragaceae,Saxifraga,rufidula,(Small) Macoun,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen; Jenifer Penny; Charlotte Norris,2436,1996-05-15,British Columbia,Gulf Islands,Mount Maxwell; Saltspring Island,,48.805,-123.5261111,10U,54056,4614,425 m (min.),Mount Maxwell Ecological Reserve #37,"in seepy crevices with Sedum spathulifolium, Mimulus guttatus & Allium amplectens in vertical conglomerate cliffs; with Potentilla glandulosa, Mimulus alsinoides & Plectritis congesta",population of 70 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170223,Montia dichotoma (Nutt.) Howell,Montia dichotoma (Nutt.) Howell,dwarf montia; montia,Portulacaceae,Montia,dichotoma,(Nutt.) Howell,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen; Jenifer Penny; Charlotte Norris,2438,1996-05-15,British Columbia,Gulf Islands,Beaver Point; Saltspring Island,,48.77222222,-123.3494444,10U,54025,4743,3 m (min.),,"in shallow, seepy soil at sea edge dominated by Juncus balticus & Plagiobothrys scouleri with Isoetes nuttallii & Montia fontana",population of 1000 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170224,Allium amplectens Torr.,Allium amplectens Torr.,onion; slimleaf onion,Liliaceae,Allium,amplectens,Torr.,,,,,,,Harvey Janszen,1996-01-01,,Blue,Janszen 1996,Harvey Janszen,2439,1996-05-15,British Columbia,Gulf Islands,Isabella Islets,,48.72888889,-123.4302778,10U,59373,4681,2 m (min.),,"in soil pockets dominated by Allium amplectens with Grindelia integrifolia, Allium acuminatum & Spergularia on rocky islet; also with Polygonum douglasii var. spergulariforme",population of 220 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170225,Fragaria virginiana Duchesne,Fragaria virginiana Duchesne,strawberry; wild strawberry,Rosaceae,Fragaria,virginiana,Duchesne,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2440,1996-05-15,British Columbia,Gulf Islands,Isabella Islets,,48.72888889,-123.4302778,10U,53973,4684,2 m (min.),,"in disturbed soil dominated by Crataegus douglasii, Holodiscus discolor with Grindelia integrifolia & Barbarea orthoceras on rocky islet",population of 10 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170226,Trifolium campestre Schreb.,Trifolium campestre Schreb.,clover; low hop-clover,Fabaceae,Trifolium,campestre,Schreb.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2441,1996-05-18,British Columbia,Gulf Islands,Saturna Island,Potato Hill,48.76861111,-123.125,10U,54017,4908,120 m (min.),,"on steep, S-facing slope in grassy Quercus garryana grove dominated by Bromus sterilis & Geranium molle with Trifolium microcephalum, T. variegatum, T. dubium & Aphanes arvensis",population of 15 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170227,Ceratophyllum echinatum A. Gray,Ceratophyllum echinatum A. Gray,hornwort; spring hornwort,Ceratophyllaceae,Ceratophyllum,echinatum,A. Gray,,,,,,,Harvey Janszen,1996-01-01,,Yellow,Janszen 1996,Harvey Janszen; Jenifer Penny; Charlotte Norris,2445,1996-05-01,British Columbia,Gulf Islands,Galiano Island,,48.98194444,-123.5527778,10U,54254,4596,85 m (min.),Galiano Island Ecological Reserve #128,"in open lake dominated by Utricularia vulgaris, Ceratophyllum echinatum with Potamogeton natans",population of 200 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V175175,Cystopteris fragilis (L.) Bernh.,Cystopteris fragilis (L.) Bernh.,fern; fragile fern,Dryopteridaceae,Cystopteris,fragilis,(L.) Bernh.,,,,,,,,,,Not Listed,Janszen 1996,Harvey Janszen; Jenifer Penny; Charlotte Norris,2446,1996-05-22,British Columbia,Gulf Islands,Galiano Island; Sutil Mountain,,48.86833333,-123.3772222,10U,54126,4724,275 m (min.),,"On open SW-facing bluffs dominated by Bromus sterilis, Geranium molle, Psuedotsuga menziesii with Nemophila parviflora, and Allium acuminatum.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170228,Carex cusickii Mack. ex Piper & Beattie,Carex cusickii Mack. ex Piper & Beattie,Cusick's sedge; sedge,Cyperaceae,Carex,cusickii,Mack. ex Piper & Beattie,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen; Jenifer Penny; Charlotte Norris,2448,1996-05-22,British Columbia,Gulf Islands,Mayne Island,,48.84055556,-123.2688889,10U,54097,4804,40 m (min.),,"in marshy farm field dominated by Juncus effusus, Alopecurus geniculatus with Agrostis sp., Carex aurea, Ranunculus repens",population of 100 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V206542,Carex utriculata Boott,Carex utriculata Boott,beaked sedge; sedge,Cyperaceae,Carex,utriculata,Boott,,,,,,,Frank Lomer,,,Not Listed,Janszen 1996,Harvey Janszen; Jenifer Penny; Charlotte Norris,2451,1996-05-22,British Columbia,,"Mayne Island, British Columbia","Mayne Island, Wilber's Bog",48.84916667,-123.2733333,10U,54106,4798,45 m (min.),,"In marshy farm field dominated by Juncus effusus, Alopecurus geniculatus with Agrostis sp., Carex aurea & Ranunculus repens",Population of 500 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170229,Linaria canadensis (L.) Dum.-Cours. var. texana (Scheele) Pennell,Linaria canadensis (L.) Dum.-Cours. var. texana (Scheele) Pennell,blue toadflax; toadflax,Scrophulariaceae,Linaria,canadensis,,,,texana,(Scheele) Pennell,,,Harvey Janszen,1996-01-01,,Blue,Janszen 1996,Harvey Janszen; Jenifer Penny; Charlotte Norris,2453,1996-05-22,British Columbia,Gulf Islands,Heck Hill; Mayne Island,,48.83138889,-123.2911111,10U,54086,4787,190 m (min.),,"on grassy SW-facing bluff dominated by Bromus sterilis & Trifolium microcephalum with T. tridentatum, T. dubium & Bromus tectorum",population of 10 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V168615,Lepidium virginicum L.,Lepidium virginicum L.,pepper-grass; tall pepper-grass,Brassicaceae,Lepidium,virginicum,L.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen; Jenifer Penny; Charlotte Norris,2455,1996-05-23,British Columbia,Gulf Islands,North Pender Island; Oaks Bluff,,48.75,-123.2666667,10U,53995,4804,140 m (min.),,"on grassy, SW facing bluff dominated by Cytisus scoparius, Bromus sterilis with Trifolium microcephalum, T. tridentatum, T. macraei var. dichotomum; also Danthonia californica & Bromus tectorum",population of 50 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V168985,Allium geyeri S.Wats. var. tenerum M.E. Jones,Allium geyeri S.Wats. var. tenerum M.E. Jones,Geyer's onion; onion,Liliaceae,Allium,geyeri,,,,tenerum,M.E. Jones,,,Harvey Janszen,1996-01-01,,Blue,Janszen 1996,Harvey Janszen,2457,1996-05-30,British Columbia,Gulf Islands,Deadman Islands,rock off E and W end of islands,48.84833333,-123.4666667,10U,54104,4657,0 m (min.),,in high tide splash zone in dirt-filled crevices in sandstone dominated by Allium geyeri var. tenerum; no associates,population circa 150 plants and several clumps,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V168647,Geranium carolinianum L.,Geranium carolinianum L.,Carolina geranium; geranium,Geraniaceae,Geranium,carolinianum,L.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2458,1996-05-30,British Columbia,Gulf Islands,Deadman Islands,rock off E end of islands,48.84833333,-123.4666667,10U,54104,4657,3 m (min.),,in shallow soil pockets on sandstone dominated by Geranium carolinianum & Polygonum douglasii var. spergulariiforme with Grindelia integrifolia,population of 250 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170070,Polygonum aviculare L.,Polygonum aviculare L.,common knotweed; knotweed,Polygonaceae,Polygonum,aviculare,L.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2459,1996-06-01,British Columbia,Gulf Islands,Java Islets,off Saturna Island,48.76083333,-123.1119444,10U,54014,4918,1 m (min.),,"in shallow soil pockets on sandstone dominated by Symphoricarpos albus, Leymus mollis, Amsinckia menziesii & Polygonum aviculare",population of 5000 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170071,Potentilla glandulosa Lindl.,Potentilla glandulosa Lindl.,cinquefoil; sticky cinquefoil,Rosaceae,Potentilla,glandulosa,Lindl.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2460,1996-05-01,British Columbia,Gulf Islands,Elliot Bluff; Saturna Island,,48.80833333,-123.2111111,10U,54040,4844,4 m (min.),,on steep earth slope on sandstone cliffs dominated by Rosa gymnocarpa & Holodiscus discolor with Mimulus guttatus; also with Sedum spathulifolium & Camassia leichtlenii,population of 3 plants; not seen elsewhere on island,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170072,Triglochin concinna Burtt-Davy,Triglochin concinna Burtt-Davy,arrow-grass; graceful arrow-grass,Juncaginaceae,Triglochin,concinna,Burtt-Davy,,,,,,,Harvey Janszen,1996-01-01,,Blue,Janszen 1996,Harvey Janszen,2461,1996-06-30,British Columbia,Gulf Islands,Cabbage Island,E and W rock spits,48.79916667,-123.0833333,10U,54050,4937,1 m (min.),,below lower high tide line on sand bars between rock ridges on spit dominated by Triglochin maritima & Salicornia virginiana with Distichlis spicata & Jaumea carnosa,population of about 10 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170073,Lathyrus palustris L.,Lathyrus palustris L.,marsh peavine,Fabaceae,Lathyrus,palustris,L.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2462,1996-06-01,British Columbia,Gulf Islands,Cabbage Island,,48.79916667,-123.0833333,10U,54050,4937,1 m (min.),,in slightly saline sedge fen dominated by Eleocharis palustris & Alopecurus geniculatus,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170074,Descurainia pinnata (Walt.) Britt. ssp. intermedia (Rydb.) Detl.,Descurainia pinnata (Walt.) Britt. ssp. intermedia (Rydb.) Detl.,tansy mustard; western tansy mustard,Brassicaceae,Descurainia,pinnata,,intermedia,(Rydb.) Detl.,,,,,Jenifer Penny,2001-10-24,Penny from British Columbia Conservation Data Centre,Not Listed,Janszen 1996,Harvey Janszen,2463,1996-06-01,British Columbia,Gulf Islands,Cabbage Island,,48.79916667,-123.0833333,10U,54050,4937,1 m (min.),,on sandy beach dominated by Bromus tectorum,population of 5 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170075,Allium amplectens Torr.,Allium amplectens Torr.,onion; slimleaf onion,Liliaceae,Allium,amplectens,Torr.,,,,,,,Harvey Janszen,1996-01-01,,Blue,Janszen 1996,Harvey Janszen,2464,1996-06-26,British Columbia,Gulf Islands,Saturna Island,,48.78444444,-123.1827778,10U,54033,4866,240 m (min.),,"on E facing rock outcrop; 100% slope; moss-grass vernal seepage dominated by Anthoxanthum odoratum & Rhacomitrium canescens; with Allium acuminatum, Mimulus guttatus, M. alsinoides, Saxifraga integrifolia, S. rufidula & Minuartia",population of 11 flowering stems,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170076,Allium amplectens Torr.,Allium amplectens Torr.,onion; slimleaf onion,Liliaceae,Allium,amplectens,Torr.,,,,,,,Harvey Janszen,1996-01-01,,Blue,Janszen 1996,Harvey Janszen,2466,1996-06-26,British Columbia,Gulf Islands,Saturna Island,,48.78555556,-123.1872222,10U,54033,4866,300 m (min.),,"on NNE slope 20%; moss-grass opening in forest dominated by Anthoxanthum odoratum, Danthonia californica & Montia parviflora; with Minuartia tenella, Allium acuminatum, Elymus glaucus & Linanthus bicolor",population of 75 flowering stems,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170077,Carex arcta Boott,Carex arcta Boott,northern clustered sedge; sedge,Cyperaceae,Carex,arcta,Boott,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2467,1996-07-09,British Columbia,Gulf Islands,Narvaez Bay; Saturna Island,,48.78833333,-123.1272222,10U,54038,4908,250 m (min.),,"in sedge fen dominated by Carex obnupta, C. exsiccata, Oenanthe sarmentosa with C. rostrata, Galium trifidum, Scirpus microcarpus & Veronica scutellata",population of 50 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170078,Poa palustris L.,Poa palustris L.,fowl bluegrass; grass,Poaceae,Poa,palustris,L.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2468,1996-07-09,British Columbia,Gulf Islands,Narvaez Bay; Saturna Island,,48.78666667,-123.1155556,10U,54038,4908,210 m (min.),,"on muddy shore of sedge fen dominated by Ophioglossum pusillum, Equisetum arvense with Veronica scutellata, Carex exsiccata, Galium trifidum & Mentha arvensis",population of 3 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170079,Ophioglossum pusillum Raf.,Ophioglossum pusillum Raf.,fern; northern adder's tongue,Ophioglossaceae,Ophioglossum,pusillum,Raf.,,,,,,,Harvey Janszen,1996-01-01,,Blue,Janszen 1996,Harvey Janszen,2469,1996-07-09,British Columbia,Gulf Islands,Narvaez Bay; Saturna Island,,48.78666667,-123.1155556,10U,54038,4908,210 m (min.),,"on muddy shore of sedge fen dominated by Ophioglossum pusillum, Equisetum arvense with Veronica scutellata, Carex exsiccata, Galium trifidum & Mentha arvensis",population of 50 stems covering 0.3 m,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V185495,Carex echinata Murr.,Carex echinata Murr.,sedge; star sedge,Cyperaceae,Carex,echinata,Murr.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1996,Harvey Janszen,2470,1996-07-10,British Columbia,Gulf Islands,Saturna Island,Beaver pond,48.79972222,-123.1777778,10U,54050,4879,70 m (min.),,"In floating Typha mat on lake dominated by Typha latifolia with Carex canescens, Viola palustris, & Veronica scutellata",HJ: Population of 150 plants; also with Epilobium ciliatum ssp. watsonii & Galium trifidum.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170081,Ludwigia palustris (L.) Elliot,Ludwigia palustris (L.) Elliot,water-purslane,Onagraceae,Ludwigia,palustris,(L.) Elliot,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2472,1996-07-20,British Columbia,,Langley; Latimer Pond,,49.05,-122.6833333,10U,54327,5227,75 m (min.),,"on sandy lake shore dominated by Eleocharis palustris, Ludwigia palustris, Hypericum anagalloides with Salix sp., Typha",population of 100 plants distributed here and there around 100 m diameter lake,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170085,Glyceria grandis S. Wats.,Glyceria grandis S. Wats.,grass; reed mannagrass,Poaceae,Glyceria,grandis,S. Wats.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2475,1996-07-20,British Columbia,,Latimer Pond; Langley,,49.02638889,-122.6577778,10U,54302,5249,75 m (min.),,"in riparian marsh dominated by Phalaris arundinacea & Spiraea douglasii with Typha latifolia, Nuphar polysepala, Oenanthe sarmentosa, Potentilla palustris, Elodea canadensis & Lemna minor",population of 1000 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170086,Carex stipata Muhl. ex Willd.,Carex stipata Muhl. ex Willd.,awl-fruited sedge; sedge,Cyperaceae,Carex,stipata,Muhl. ex Willd.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2476,1996-07-20,British Columbia,,Langley; Campbell River,,49.02638889,-122.6577778,10U,54302,5249,75 m (min.),Campbell River Regional Park,"in riparian marsh dominated by Phalaris arundinacea & Spiraea douglasii with Typha latifolia, Nuphar polysepala, Oenanthe sarmentosa, Potentilla palustris",population of 25 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170087,Glyceria canadensis (Michx.) Trin.,Glyceria canadensis (Michx.) Trin.,grass; rattlesnake-grass,Poaceae,Glyceria,canadensis,(Michx.) Trin.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2477,1996-07-20,British Columbia,,Langley; Campbell River,,49.02638889,-122.6577778,10U,54302,5249,75 m (min.),Campbell River Regional Park,"in riparian marsh dominated by Phalaris arundinaceae & Spiraea douglasii with Typha latifolia, Nuphar polysepala, Oenanthe sarmentosa, Potentilla palustris",population of 5000 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170088,Eleocharis obtusa (Willd.) Schult.,Eleocharis obtusa (Willd.) Schult.,blunt spike-rush; spike-rush,Cyperaceae,Eleocharis,obtusa,(Willd.) Schult.,,,,,,,S. Smith,2002-01-01,IDD:  20020000; S. Galen Smith from University of Wisconsin-Madison (WIS) working on a Flora of North America project.,Not Listed,Janszen 1996,Harvey Janszen,2478,1996-07-20,British Columbia,Lower Mainland,Langley; Campbell River,,49.02638889,-122.6577778,10U,54302,5249,75 m (min.),Campbell River Regional Park,"in riparian marsh dominated by Phalaris arundinacea & Spiraea douglasii with Typha latifolia, Nuphar polysepala, Oenanthe sarmentosa, Potentilla palustris",population of 25 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170089,Callitriche stagnalis Scop.,Callitriche stagnalis Scop.,pond water-starwort; water-starwort,Callitrichaceae,Callitriche,stagnalis,Scop.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2479,1996-07-20,British Columbia,,Langley; Campbell River,,49.02638889,-122.6577778,10U,54302,5249,75 m (min.),Campbell River Regional Park,"in open water of riparian marsh dominated by Phalaris arundinacea & Spiraea douglasii with Typha latifolia, Nuphar polysepala, Oenanthe sarmentosa, Potentilla palustris, Lemna minor & Elodea canadensis",population of circa 50 plants,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V170090,Potamogeton epihydrus Raf.,Potamogeton epihydrus Raf.,pondweed; ribbon-leaf pondweed,Potamogetonaceae,Potamogeton,epihydrus,Raf.,,,,,,,Harvey Janszen,1996-01-01,,Not Listed,Janszen 1996,Harvey Janszen,2480,1996-07-20,British Columbia,,Langley; Campbell River,,49.02638889,-122.6577778,10U,54302,5249,75 m (min.),Campbell River Regional Park,"in open water of riparian marsh dominated by Phalaris arundinacea & Spiraea douglasii with Typha latifolia, Nuphar polysepala, Oenanthe sarmentosa, Potentilla palustris & Elodea canadensis",1 plant,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
